from,to,weigth
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_volere_tenda_cuore,1.058827519416809
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_campione_scrittore_latino,1.048393189907074
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_acqua_terra_potere,1.0450581312179565
it_1910-1920_altezza_perfetto_blocco,it_1910-1920_occhio_cannone_vedere,0.9596547484397888
it_1910-1920_altezza_perfetto_blocco,it_1910-1920_ghiacciaio_metro_solo,0.9565122127532959
it_1910-1920_altezza_perfetto_blocco,it_1910-1920_ferro_forno_rame,0.9485201835632324
it_1910-1920_altezza_perfetto_blocco,it_1910-1920_nave_mare_ponte,0.9282299876213074
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_tragedia_ossigeno_bombola,0.9122143983840942
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_bicicletta_guardare_morire,0.870510995388031
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_muro_chiave_cemento,0.8375908136367798
it_1910-1920_altezza_perfetto_blocco,it_1910-1920_vivere_Italia_anima,0.7966489791870117
it_1910-1920_altezza_perfetto_blocco,it_1910-1920_guerra_dovere_trovare,0.7739803791046143
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_contratto_fornitura_stipulare,0.7268671989440918
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_aeroplano_motore_cilindro,0.7266885042190552
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_stinnes_sommergibile_sottomarino,0.6846224069595337
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_mano_andare_costituire,0.6755690574645996
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_forno_stabilimento_lavorazione,0.6580084562301636
it_1910-1920_altezza_perfetto_blocco,it_1910-1920_potere_nemico_altro,0.6362519264221191
it_1910-1920_altezza_perfetto_blocco,it_1910-1920_cannone_francese_posizione,0.6332627534866333
it_1910-1920_altezza_perfetto_blocco,it_1910-1920_tedesco_storia_servire,0.6141129732131958
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_nuovo_nazione_processo,0.6045160293579102
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_produzione_tonnellata_ghisa,0.5112686157226562
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_tedesco_cartello_Francia,0.48837828636169434
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_industriale_produzione_industria,0.4777095317840576
it_1910-1920_altezza_perfetto_blocco,it_1910-1920_trust_impresa_sciopero,0.4633655548095703
it_1910-1920_altezza_perfetto_blocco,it_1910-1920_ferro_produzione_guerra,0.4229830503463745
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_piano_duralluminio_tubo,0.40686070919036865
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_cerrato_torre_krupp,0.3804936408996582
it_1910-1920_altezza_perfetto_blocco,es_1910-1920_haber_mundo_pensar,0.31512367725372314
it_1910-1920_altezza_perfetto_blocco,es_1890-1900_padre_mano_querer,0.2710055112838745
it_1910-1920_altezza_perfetto_blocco,fr_1910-1920_bien_vouloir_voir,0.1705646514892578
it_1910-1920_altezza_perfetto_blocco,fr_1870-1880_venir_beau_contre,0.14641833305358887
it_1910-1920_altezza_perfetto_blocco,es_1890-1900_vida_idea_caso,0.13256478309631348
it_1910-1920_altezza_perfetto_blocco,us_1840-1850_long_great_little,0.10910212993621826
it_1910-1920_altezza_perfetto_blocco,us_1860-1870_great_people_like,0.1012575626373291
it_1910-1920_altezza_perfetto_blocco,it_1920-1930_elmo_partito_plebiscito,0.08069729804992676
it_1910-1920_altezza_perfetto_blocco,fr_1890-1900_petit_maison_homme,0.07829797267913818
it_1910-1920_altezza_perfetto_blocco,fr_1900-1910_coup_homme_fort,0.07441222667694092
it_1910-1920_altezza_perfetto_blocco,us_1850-1860_come_go_time,0.07405436038970947
it_1910-1920_altezza_perfetto_blocco,es_1920-1930_mujer_hombre_ojo,0.05496978759765625
it_1910-1920_altezza_perfetto_blocco,fr_1870-1880_homme_œuvre_donner,0.04842185974121094
it_1910-1920_altezza_perfetto_blocco,es_1880-1890_madre_hombre_padre,0.032837748527526855
it_1910-1920_altezza_perfetto_blocco,es_1890-1900_sobro_pagar_paro,0.018506884574890137
it_1910-1920_altezza_perfetto_blocco,es_1870-1880_vida_venir_hombre,0.017958641052246094
it_1910-1920_altezza_perfetto_blocco,us_1870-1880_look_woman_come,0.01550900936126709
it_1910-1920_altezza_perfetto_blocco,es_1900-1910_hombre_querer_mano,0.014418244361877441
it_1910-1920_ferro_produzione_guerra,it_1920-1930_produzione_tonnellata_ghisa,1.0753555297851562
it_1910-1920_ferro_produzione_guerra,it_1920-1930_industriale_produzione_industria,1.0640352964401245
it_1910-1920_ferro_produzione_guerra,it_1920-1930_forno_stabilimento_lavorazione,0.5506281852722168
it_1910-1920_ferro_produzione_guerra,it_1920-1930_nuovo_nazione_processo,0.5505282878875732
it_1910-1920_ferro_produzione_guerra,it_1910-1920_tedesco_storia_servire,0.5410687923431396
it_1910-1920_ferro_produzione_guerra,it_1920-1930_tedesco_cartello_Francia,0.5393649339675903
it_1910-1920_ferro_produzione_guerra,it_1910-1920_trust_impresa_sciopero,0.505723237991333
it_1910-1920_ferro_produzione_guerra,it_1920-1930_tragedia_ossigeno_bombola,0.4871786832809448
it_1910-1920_ferro_produzione_guerra,it_1910-1920_cannone_francese_posizione,0.4632434844970703
it_1910-1920_ferro_produzione_guerra,it_1910-1920_ferro_forno_rame,0.4513643980026245
it_1910-1920_ferro_produzione_guerra,it_1910-1920_guerra_dovere_trovare,0.43076133728027344
it_1910-1920_ferro_produzione_guerra,it_1910-1920_altezza_perfetto_blocco,0.4229830503463745
it_1910-1920_ferro_produzione_guerra,it_1920-1930_stinnes_sommergibile_sottomarino,0.4174015522003174
it_1910-1920_ferro_produzione_guerra,it_1920-1930_elmo_partito_plebiscito,0.3999708890914917
it_1910-1920_ferro_produzione_guerra,it_1920-1930_campione_scrittore_latino,0.3424743413925171
it_1910-1920_ferro_produzione_guerra,it_1920-1930_volere_tenda_cuore,0.3106856346130371
it_1910-1920_ferro_produzione_guerra,it_1910-1920_ghiacciaio_metro_solo,0.30783915519714355
it_1910-1920_ferro_produzione_guerra,it_1920-1930_acqua_terra_potere,0.28897690773010254
it_1910-1920_ferro_produzione_guerra,it_1920-1930_contratto_fornitura_stipulare,0.2807387113571167
it_1910-1920_ferro_produzione_guerra,it_1910-1920_vivere_Italia_anima,0.26961755752563477
it_1910-1920_ferro_produzione_guerra,it_1920-1930_bicicletta_guardare_morire,0.2589147090911865
it_1910-1920_ferro_produzione_guerra,it_1910-1920_occhio_cannone_vedere,0.2358628511428833
it_1910-1920_ferro_produzione_guerra,it_1920-1930_mano_andare_costituire,0.21202492713928223
it_1910-1920_ferro_produzione_guerra,it_1910-1920_nave_mare_ponte,0.2116842269897461
it_1910-1920_ferro_produzione_guerra,it_1910-1920_potere_nemico_altro,0.21069931983947754
it_1910-1920_ferro_produzione_guerra,it_1920-1930_muro_chiave_cemento,0.20936429500579834
it_1910-1920_ferro_produzione_guerra,it_1920-1930_aeroplano_motore_cilindro,0.1714460849761963
it_1910-1920_ferro_produzione_guerra,it_1920-1930_cerrato_torre_krupp,0.014307141304016113
it_1910-1920_potere_nemico_altro,it_1910-1920_ferro_forno_rame,0.8074939846992493
it_1910-1920_potere_nemico_altro,it_1910-1920_occhio_cannone_vedere,0.7888748645782471
it_1910-1920_potere_nemico_altro,it_1910-1920_cannone_francese_posizione,0.723207950592041
it_1910-1920_potere_nemico_altro,it_1920-1930_acqua_terra_potere,0.7129107713699341
it_1910-1920_potere_nemico_altro,it_1920-1930_volere_tenda_cuore,0.6967321634292603
it_1910-1920_potere_nemico_altro,it_1910-1920_nave_mare_ponte,0.6693220138549805
it_1910-1920_potere_nemico_altro,it_1910-1920_altezza_perfetto_blocco,0.6362519264221191
it_1910-1920_potere_nemico_altro,it_1920-1930_forno_stabilimento_lavorazione,0.5945875644683838
it_1910-1920_potere_nemico_altro,it_1920-1930_stinnes_sommergibile_sottomarino,0.58686363697052
it_1910-1920_potere_nemico_altro,it_1910-1920_guerra_dovere_trovare,0.5711787939071655
it_1910-1920_potere_nemico_altro,it_1920-1930_campione_scrittore_latino,0.564586877822876
it_1910-1920_potere_nemico_altro,it_1920-1930_tragedia_ossigeno_bombola,0.5595391988754272
it_1910-1920_potere_nemico_altro,it_1910-1920_ghiacciaio_metro_solo,0.5587203502655029
it_1910-1920_potere_nemico_altro,it_1910-1920_tedesco_storia_servire,0.498799204826355
it_1910-1920_potere_nemico_altro,it_1920-1930_aeroplano_motore_cilindro,0.4451555013656616
it_1910-1920_potere_nemico_altro,it_1920-1930_muro_chiave_cemento,0.36538267135620117
